name,variants
Ariza,
Arjun,
Arkell,Arkel
Arledge,Arlidge
Arlen,"Arlan, Arles, Arlin, Arlyn"
Arlene,"Arlana, Arlea, Arlie, Arlind, Arlinda, Arlin, Lene, Lena, Arlena, Arleta, Arlette, Arla"
Arles,"Arlee, Arleigh, Arley, Arlis, Arly"
Arlette,Arletta
Arley,Arlea
Arlise,Arlyss
Arlo,
Arlyn,"Arland, Arlin, Arlon"
Armand,"Arman, Armande, Armando, Armin, Armon, Armond, Armonde, Armondo"
Armany,Armani
Armida,
Armide,"Armidea, Armidia"
Armilla,
Armina,"Armantine, Armida, Armine, Arminie, Erminia, Erminie, Ermyne"
Armon,"Armin, Armen"
Armstrong,
Arna,
Arna,
Arnalda,
Arnall,Arnell
Arnan,
Arnbjorn,
Arnett,"Arnat, Arnot"
Arney,"Arne, Arni, Arnie"
Arnina,Arona
Arno,"Arnoe, Arnou, Arnoux"
Arnold,"Ahrent, Arend, Arman, Armond, Arnaldo, Arnaud, Arnauld, Arnault, Arndt, Arne, Arnie, Arno, Arnoldo, Arnolt"
Arnon,"Arnan, Arnen"
Arnost,
Arnurna,
Arod,
Aroon,
Aroona,
Arora,
Arpana,
Arran,"Aran, Aren, Arin, Arren, Arrin, Arron"
Arre-catte Waho,
Arrio,"Ario, Arryo, Aryo"
Arsenio,"Arsen, Arseneo, Arsenius"
Arsha,
Arshad,
Artemisia,Artemis
Artemus,"Art, Artemas, Artemis, Arty"
Artha,
Artha,
Arthur,"Art, Artai (Scottish), Artair, Arthuro, Artie, Arto (Finnish), Artur (Portuguese/German), Arturo (Italian/Spanish), Artus, Atorus"
Arthuretta,"Artis, Artrice, Arthurina"
Arub,
Arun,
Aruna,"Arunika, Arunima"
Arundel,
Arva,
Arvad,"Arpad, Arv, Arvid, Arwyn"
Arval,"Arvel, Arvil"
Arve,
Arvid,
Arvin,"Arvan, Arven"
Arvind,"Arvinda, Arvindaa, Aurobindo"
Arwa,
Arwystli,
Aryabhata,
Aryeh,
Asa,Ase
Asa,Asako
Asabi,
Asad,Asaad
Asadel,
Asaph,"Asaf, Asif, Asiph"
Asariel,
Ascanius,
Ascencion,Asuncion
Ascot,
Aseem,
Asela,
Aselma,
Asenahana,
Asenath,Acenath
Asha,Ashia
Ashanti,Ashanta
Ashby,"Ashburn, Ashton"
Asher,Ash
Ashford,Ashenford
Ashia,
Ashira,
Ashishishe,Shishiesh
Ashkii Dighin,
Ashley,"Ashla, Ashlan, Ashlen"
Ashni,
Ashon,"Ashan, Ashen"
Ashraf,
Ashton,
Ashur,
Ashvaghosha,
Ashwin,"Ashwan, Ashwen"
Asiel,
Asim,
Asima,
Asisa,
Asker,Aske
Aslak,
Aslaug,
Asma,
Asmee,
Asmund,
Asoka,
Asola,Sola
Aspasia,
Asphodel,
Asshewequa,
Asta,"Astera, Astra, Estella, Esther, Hadassah, Hester, Stella"
Astera,"Asta, Asteria, Astra"
Astley,"Asterly, Astlie"
Aston,
Astra,"Asta, Astera, Asteria, Astraea, Astria"
Astraea,Astrea
Astrid,"Assi, Astra, Astrud, Astryr, Atti"
Astyanax,
Asvor,
Aswad,
Aswin,
Asya,Assia
Ata,
Ata,Ataata
Ataahua,
Atagulkalu,Attakullakulla
Ataiah,Ataya
Atalanta,Atlanta
Atalaya,
Atalik,
Atamai,
Atara,"Atera, Ateret"
Athalia,"Atalee, Atalia, Athalie, Attalie"
Athan,"Atek (Polish), Athen, Athin, Athon"
Athanasia,
Athelstan,Athol (Scottish)
Athena,"Atheana, Athenais, Athene, Athie, Attie"
Atherton,
Athol,"Athal, Athel"
Athure,
Ati,
Atiah,
Atid,
Atida,
Atif,
Atifa,
Atira,
Atiu,
Atiya,
Atley,"Atlea, Attley"
Atman,
Atrina,
Atsidi,
Atsu,
Attila,"Atilla, Atila, Attilla"
Atu,
Atuyana,
Atwater,
Atwell,
Atwood,
Atworth,
Atyaananda,
Atzel,Azel
Auberon,"Alberi, Alberich, Auberron, Aubrey, Oberon, Oeberon"
Aubin,"Abern, Aubin"
Aubrey,"Alberik, Aubary, Aube, Aubery, Aubrette, Aubury, Avery"
Aud,Auda
Auda,"Aud, Aude"
Auden,"Audie, Audel, Audley"
Audhild,"Aud, Audny"
Audley,
Audrey,"Audie, Audra, Audre, Audreen, Audria, Etheldreda"
Audric,Aldrich
Audris,
Audwin,
August,"Agosto, Aguistin, Agustin, Agustino, Augie, Auguste (French), Augustin, Augustine, Augustino, Augusto, Augustus, Austen, Austin, Avgust (Russian), Gus"
Augusta,"Auguste, Augustina, Augustine, Austina, Austine, Awsta (Welsh), Gus, Gussie, Gusta, Tina"
Auina,Auwina
Aukai,
Aukaka,"Augata, Auguseta"
Aukake,"Augate, Aukukeko, Aukukino"
Aulani,Aulania
Aulay,
Aulelio,
Aulii,
Aungattay,
Aura,"Aure, Aurea, Auria"
Aurek,
Aurelia,"Aranka, Aural, Auralia, Aurea, Aurel, Aureliana, Aurelie, Aurita, Ora, Oralia, Orel, Orelee, Oriole"
Aurelius,"Aurelian, Aurelio"
Aurora,"Aurore, Ora, Rora, Rory, Zora, Zorica"
Austin,"Austen, Austyn"
Austine,Austina
Ava,"Arva, Avis"
Avalon,
Avanga,
Avanindra,
Avara,Avaria
Ave,
Avel,Avell
Aveline,
Avena,Avene
Avenall,"Aveneil, Avenil"
Avera,
Averil,Avril
Averill,"Ave, Avrell, Avrill"
Avery,Averey
Avi,"Avey, Avie, Avy"
Aviah,"Abia, Abija, Aviya"
Avice,"Aves, Aveza, Avicia, Avis"
Avichayil,"Abichail, Avigail"
Avida,"Abiden, Abidin, Avidan"
Avidan,
Avidor,
Aviel,
Avijah,
Avikar,
Avikar,
Avimelech,
Avinoam,
Avira,Abi
Avisha,"Abijah, Abishai"
Avital,"Avitul, Abital"
Aviur,
Aviv,
Aviva,"Auvit, Avivah, Avivi, Avivit, Viva"
Avoca,
Avoka,
Avril,"April, Averel, Averil"
Avtalia,Avtalya
Awan,"Awen, Awin"
Awanatu,Awanata
Awee,
Awena,
Awendela,
Awinita,Awenita
Awst,
Awwal,
Axel,"Aksel, Ax, Axe, Axil"
Axelle,
Axton,
Aya,
Ayah,
Ayako,
Ayala,Ayalah
Ayameko,
Ayanna,Ayania
Ayasha,
Ayda,
Aydin,"Aidan, Aiden, Aidin, Aidon"
Aydogan,
Ayelet,
Ayers,
Ayesha,
Aygul,
Ayhan,
Ayinde,
Ayita,
Ayize,
Ayla,
Aylmer,"Ailmer, Elmer, Eylmer"
Aylward,Ailward
Aymil,Aimil
Aynur,
Ayo,
Ayobami,
Ayobunmi,
Ayodele,
Ayofemi,
Ayoka,
Ayoluwa,
Ayondela,
Ayoola,
Ayumi,
Az,
Aza,
Azad,
Azalea,Azalia
Azami,
Azaria,"Azariah, Azelia"
Azel,
Azelia,
Azhar,
Azi,
Azim,"Aseem, Asim, Azeem"
Aziza,
Aziza,
Azize,
Azizi,
Azra,
Azriela,
Azua,
Azuba,Zuba
Azura,"Azor, Azora, Azure"
Azuriah,Azuria
Azusena,"Azucena, Asucena, Azusa"
Azza,
Azzan,Azza
Baako,
Baasu,
Bab,
Baba,Aba
Babafemi,
Babar,
Bachiko,
Bachir,
Bachur,
Badar,Badr
Baden,"Badan, Bade, Badin"
Baderinwa,
Badhur,Badhir
Badr,
Badr Aldin,
Badriyyah,
Baez,
Baha,
Bahaar,
Bahati,
Bahija,Bahiaa
Bahir,
Bahira,
Bahjat,
Bahram,Bairam
Baila,"Beyla, Byla"
Bailey,"Bailie, Bailly, Baily"
Bainbridge,"Bain, Baine, Bayne"
Baird,"Bar, Bard, Barde, Bardoul, Bayerd, Bayrd"
Bais,
Baka,Baca
Bakana,
Bakara,
Bakari,
Bakr,Bakor
Bakula,
Bakura,
Bal,
Bala,
Balabhadra,Balu
Balakrishna,
Balaniki,
Balbina,Balbine
Balbina,Balbine
Balbo,"Bailby, Balbi"
Baldemar,"Baldur (Norse), Baumar, Baumer"
Balder,"Alder, Baudier, Baulder"
Baldev,
Baldric,"Badric, Baldrick, Baudric"
Baldwin,"Aldwin, Baden, Bald, Baldovino, Balduin, Baudoin"
Balendin,
Balfour,Balfore
Balin,Baline
Balint,
Ballard,
Balraj,
Balsys,
Balthasar,"Baldassare, Baltasar, Baltazar, Belshazzar"
Bambi,
Bambra,
Banan,"Banen, Banin, Banon, Banquo (Celtic)"
Banbhan,
Bancroft,Bank
Banht,
Banita,
Banjoko,
Banjora,
Banner,
Banning,
Bano,
Bao,
Bao-Yo,
Baothghalach,"Behellagh, Beolagh, Boetius"
Bapp,
Baptista,"Baptiste, Batista, Bautista"
Bara,
Bara,"Bari, Barra"
Baradine,Baradin
Barak,"Barrack, Baruch"
Baram,"Barem, Barim, Barom"
Baran,"Baren, Barin, Barran, Barren, Barrin"
Barasa,
Barbara,"Bab, Babette, Babe, Babita, Baibin, Barba (Spanish), Barbe (French), Barbel (German), Barbica (Slavic), Barbie, Barbola, Barbora (Bohemian), Basha, Basia, Bobbi, Bonni, Varina, Varvara, Vavina"
Barclay,"Bar, Barcley, Bartley, Berk, Berkley"
Bard,
Barden,"Baird, Bairdan, Bardan, Bardon, Bordan, Borden"
Bardin,"Bardan, Barden, Bardon"
Bardo,
Bardolf,"Bardou, Bardoul, Bardulf"
Bardrick,
Barend,Barand
Bariah,
Barika,
Barika,
Baringa,
Barite,
Barkait,Barkat
Barker,Barkley
Barlow,
Barnabas,"Barna (Italian), Barnaba (Italian), Barnabe (French), Barnaby, Barnabus, Barney, Burnaby"
Barnes,
Barnett,"Barney, Baronet, Barrie, Barry"
Barnum,
Baron,
Barr,
Barra,Bara
Barran,"Barana, Barina, Barine"
Barrett,"Barrie, Barry"
Barric,"Barrick, Barrik, Beric"
Barrie,
Barris,
Barry,"Baris, Barnet"
Bartholomew,"Baremo, Bart, Bartek (Polish), Bartel, Barteo, Barth, Barthelemy, Bartho, Barthol, Bartholomeo, Bartholomeus, Bartlet, Bartome, Bat"
Barton,
Bartram,"Barthram, Bertram"
Baruch,
Baruti,
Barwon,
Basam,Basim
Basant,
Basha,
Bashiyra,
Basia,"Basha, Basya"
Basil,"Basile, Basilio, Basilius, Bazyli, Vasil, Vasilios, Vasilis, Vasilius, Vassilij, Vassily"
Basilia,"Basile, Basilla"
Basim,Bassam
Basima,"Basimah, Basma"
Basir,
Bassett,
Bat,Bet
Bathanny,
Bathia,"Basha, Baspa, Batia, Bitya"
Bathilda,"Bathilde, Berthilda, Bertilda, Bertilde"
Bathsheba,"Batshua, Sheba"
Bathshira,
Batini,
Batya,Bitya
Batzra,
Baul,
Baul,
Baum,Baume
Bavol,"Baval, Bavel, Bavil, Bevel, Bevil"
Baxter,Bax
Bay,Bae
Bayard,"Baiardo, Bay"
Bayo,
Beacher,"Beach, Beecher"
Beagan,"Beacan, Beag, Bec, Becan"
Beal,"Beale, Beall, Beals, Beill"
Beaman,"Beamen, Beeman, Beemen"
Beamer,
Beanon,"Beamon, Beinean, Beineon, Binean"
Bearach,"Bercnan, Bergin"
Beasley,"Beasleigh, Beasly"
Beata,Beate
Beatha,Betha
Beatrice,"Bea, Beatricks (Russian), Beatrisa, Beatrix, Bebe, Bee, Beitris (Scottish), Trix, Trixi, Trixie, Trixy, Venedict, Venetia"
Beattie,Beaty
Beau,"Beal, Bo"
Beaufort,
Beaumont,
Beauregard,Beau
Bebba,
Bebhinn,
Becan,Becin
Becher,Bechor
Bechira,
Beck,
Beda,
Bedaws,
Bede,
Bedelia,
Bedir,"Bedire, Bedyr"
Bedivere,"Bedver, Bedwin, Bedwyn"
Bedrich,
Bedriska,
Beeja,Beej
Beela,Beala
Beeree,
Behira,
Beinish,
Beircheart,
Bel,
Bela,
Belden,"Balidin, Beldan, Beldin, Beldon, Belidan, Bellden, Belldin, Belldon"
Belen,
Beli,"Belie, Bely"
Belia,
Belinda,"Balina, Balinda, Beneta"
Belita,
Bella,"Belle, Bellette"
Bellamy,Bell
Bellanca,"Bianca, Blanca"
Belle,"Bella, Belinda, Bellina, Belva, Billie"
Bello,Belo
Bellona,
Belmiro,Belmyro
Beltana,Beltan
Belvedere,Belvidere
Bem,
Bemidii,
Bemis,
Ben,Benny
Bena,
Bena,
Benaiah,"Benaya, Benayahu"
Bene,
Benedict,"Banet, Banko, Baruch, Ben, Benayt, Bendic, Bendict, Benedetto, Benedicto, Benedictus, Bendikkas (Lithuanian), Benedix, Benek (Hungarian), Bengt, Benito, Bennet, Bennie, Bennt, Benoit"
Benedicta,"Benedetta, Benetta, Benita, Benoite, Bennie, Dixie"
Benes,Bennes
Benigna,
Benita,"Bendite, Benedetta, Benedicta, Benetta, Bennie, Benoite, Binny"
Benito,"Benedo, Benino, Beno, Betto"
Benjamin,"Banjamin, Beathan (Scottish), Ben, Beniamino, Benjamino, Benji, Benjy, Bennett, Bennie, Benny, Binyamin (Arabic), Penmina (Hawaiian)"
Benjiro,
Benoni,Beno
Benson,"Bensen, Bensin, Bensson"
Bentley,"Ben, Bentlea, Lee"
Benton,"Benten, Bentin"
Benzion,Benzi
Ber,
Ber,
Bera,
Berdine,
Berdy,"Berdi, Berdy"
Berecyntia,
Berengaria,
Berenger,Beringer
Beresford,
Berg,"Bergan, Bergen, Bergin, Borg, Borge"
Bergen,"Birgin, Bergin"
Berger,
Berit,Beret
Berk,
Berkeley,"Barclay, Barcley, Berk, Berky"
Bern,"Berne, Bernie, Bjorn"
Bernadette,"Berna, Berndine, Bernadina, Berneta, Bernie, Bernita"
Bernal,"Bernald, Berhald, Bernhold, Bernold"
Bernard,"Barnard, Barnardo, Barnet, Barney, Barnhard, Barnhardo, Bear, Bearnard, Bern, Bernad, Bernaldo, Berngard (Russian), Bernhart (Dutch), Bernie"
Berneen,
Bernia,
Bernice,"Barrie, Bernelle, Bernetta, Berry, Bunny, Nixie, Veronica"
Bernstein,Bernsteen
Berontha,
Berrigan,
Bersh,Besh
Bert,"Bertie, Birt, Burt, Butch"
Bertha,"Berta, Berte, Berthe, Bertie, Bertina, Bertine, Bertuska, Bird, Birdie"
Berthold,"Bert, Berthoud, Bertolde"
Bertil,"Birtil, Burtil"
Bertilde,Bertille
Bertin,"Bertan, Berten, Berton, Burten"
Bertina,
Berton,"Berten, Burton"
Bertrade,
Bertram,"Bart, Bartok, Bartram, Beltran, Beltrano, Berton, Bertrand, Bertranno"
Bertrand,Bertran
Berura,
Berwick,"Berwic, Berwik"
Berwyn,Berwin
Beryl,"Beral, Berrie, Berry, Beryle"
Beshiltheeni,
Beta,"Betka, Betuska"
Bethany,
Bethel,"Bethuel, Bethuna, Bethune"
Bethesda,
Bethia,"Betia, Bithia"
Beti,
Betserai,
Betuel,
Betulah,"Bethula, Betula"
Betzalel,
Beulah,Beula
Beval,Bevil
Bevan,"Beavan, Beven, Bevin, Bevon"
Beverly,"Bev, Beverley, Bevvy, Buffy, Verlie"
Bevin,"Bevan, Beven"
Bevis,"Beauvais, Beavis"
Beyhan,
Beynon,Beinon
Bhakati,
Bhamini,
Bhanu,
Bhanumati,
Bharat,
Bharati,
Bhaskara,Bhaskar
Bhasvan,Bhaswar
Bhavika,
Bhima,Bhama
Bhoja,
Bhuma,Bhumika
Bialas,Bialy
Bian,
Bibi,
Bich,
Bickel,Bikel
Bickford,
Bidelia,"Bedilia, Bidina"
Bienvenida,
Bigtha,
Bijan,"Bihjan, Bijann"
Bilal,"Bila, Billal"
Bilgehan,"Bilge, Han, Kagan, Kaan"
Billie,
Bilyana,Bilyan
Bimbeen,
Bina,
Bina,
Binah,
Binali,
Binda,
Bindus,Bindis
Bing,
Binga,
Bingham,Bingam
Binh,
Bink,Binky
Binti,
Binyamina,
Bira,"Biria, Biriya"
Birch,Birk
Birdie,Bird
Birgit,"Bircit, Birgitta, Birgitte"
Birkett,"Burket, Burkitt"
Birkey,
Birley,
Birney,"Burnie, Burney"
Birtle,
Bisahalani,
Bishamon,
Bishop,
Bishvajit,
Bithron,
Bitki,
Bittan,
Bjorn,
Bkul,
Black,
Blackburn,
Bladina,
Bladud,
Blagden,
Blaine,"Blade, Blane, Blaney, Blayne"
Blair,Blaire
Blaise,"Balas (Hungarian), Biaggio, Blaize, Blase, Blasia, Blasien, Blasius, Blayse, Blaze"
Blake,"Blaik, Blakeley, Blakeney"
Blakely,
Blanche,"Bianca, Bionca, Blanca"
Blanchefleur,
Blanco,
Blanda,"Blandina, Blandine"
Blanford,Blandford
Blasia,
Blath,"Blaithm, Blathnaid, Blathnait"
Blazej,
Bleddyn,"Bleddian, Bleddin"
Bledig,Bledri
Bleniki,
Blessing,
Blima,Blime
Bliss,
Blodwen,Blodwyn
Blondelle,Blondie
Blossom,
Blum,
Blundel,"Blundell, Blunden"
Bly,
Blythe,
Bo,
Boann,
Boaz,"Bo, Boas, Boase"
Bobo,
Bodaway,
Boden,"Bowden, Bowdoin"
Bodil,
Bodnar,
Bodua,
Bodulf,
Bogart,"Bo, Bogey, Bogie"
Bogdan,
Bogdana,
Boguchwal,
Bogumierz,
Bogumil,
Bohdan,"Bogdan, Bogdashka, Bohdon"
Bohumil,
Bohumir,
Bohuslav,
Boinaiv,
Bojan,"Bojanek, Bojek, Bojik"
Bolade,
Bolade,
Bolanile,
Bolanile,
Boleslav,Bolek
Boleslaw,
Bolton,"Boltan, Bolten, Boltin"
Bomani,Boman
Bombala,
Bon,Bono
Bon-hwa,
Bona,
Bonal,"Bonala, Bonell"
Bonar,"Bonnar, Bonner"
Bond,
Bondi,
Bonfilia,
Bong-Cha,
Boniface,"Bonifacio, Bonifacius"
Bonita,"Bo, Bonnie, Nita"
Bonnie,"Bonnibel, Bunny, Bunnie"
Boone,
Booral,Boral
Booth,"Boot, Boote, Boothe"
Bor,
Borak,Borack
Borbala,"Bora, Boriska, Borka, Borsala, Borsca"
Borden,Bordan
Borghild,
Boris,
Borivoj,
Borka,Borkinka
Bornani,Bomani
Boronia,
Borr,
Boryslaw,
Boseda,
Boske,
Bosley,"Bosleigh, Bosly"
Boswell,Bozwell
Bosworth,
Botan,
Botolf,"Botolph, Botulf"
Boupha,
Bour,
Bourey,
Bourne,"Burn, Burne"
Bowen,
Bowie,"Bow, Bowen"
Bowral,Bowrel
Bowyer,
Boyce,
Boyd,
Boyne,Boine
Boynton,Bointon
Bozenka,Bozena
Bozidar,"Bovza, Bovzek"
Bozidara,"Boza, Bozena, Bozka"
Bracha,
Brad,
Bradburn,Bradbourne
Braden,"Bradan, Bradie, Bradin"
Bradford,
Bradley,"Brad, Bradleigh, Bradly, Bradney, Lee"
Bradshaw,
Brady,"Bradie, Bradan"
Brage,Bragi
Brainard,"Bainard, Brainerd"
Bram,Bran
Bramwell,"Brammell, Bramwyll, Branwell"
Bran,"Brand, Brandan, Branden, Brando"
Brand,"Brander, Brandt, Brant, Brantley"
Branda,
Brandeis,
Brander,
Brandon,"Band, Brandin, Brannin, Brannon"
Brandy,
Brangane,Brangan
Brant,Brannt
Bratislav,
Bratumil,
Bravac,"Bravak, Bravoc, Bravock"
Brawley,
Braxton,
Breck,Brexton
Brede,
Breen,"Brea, Breana, Bree"
Brencis,
Brenda,Bren
Brendan,"Brendon, Brennan, Brennen"
Brenna,Bren
Brent,"Brentan, Brenten, Brentin, Brenton, Brentyn"
Bretislav,
Brett,"Bret, Breten, Bretin, Britt"
Bretta,"Bret, Bretin, Britt, Britta"
Brewster,"Brewer, Bruce"
Bria,
Brian,"Briano, Briant, Brien, Brient, Bryon, Rian, Rien, Ryan"
Briana,"Breana, Briela"
Briar,"Brier, Brya"
Brice,Bryce
Brice,
Bridgely,Bridgeley
Bridger,
Bridget,"Begga (Swedish), Biddie, Birget, Birgitta, Bridey, Bridie, Brita, Brigitte, Brigida, Britt, Bryga (Polish), Bryjit"
Brie,"Briena, Briette"
Brigham,"Brigg, Briggs"
Brina,
Brina,"Bryn, Brynna, Brynne"
Brinley,"Brindley, Brinleigh, Brinli, Brynly"
Briona,
Briony,"Bryony, Bronie"
Brisa,Brissa
Brishen,
Brites,
Brittany,"Brett, Britt, Britta, Brittan"
Brock,"Broctn, Broxton"
Brockley,
Broderick,"Brod, Broddy, Brodie, Brodric, Rick, Ricky"
Brodie,Brody
Bromley,
Bron,
Brona,
Brone,"Bron, Broni, Brony"
Bronislava,"Brana, Branislava, Brank, Brona, Bronicka"
Bronson,"Bron, Bronsen, Bronsin"
Bronwyn,"Bronny, Bronwen, Bronya"
Brook,"Brooke, Brookes, Brooks"
Brooke,"Brookie, Brooklyn, Brooks"
Broughton,
Brown,
Bruce,Brucie
Brucie,"Brucina, Brucine"
Bruna,
Brunella,"Brunelle, Brunetta, Brunette"
Brunhilda,"Brinhilde, Brinhilda, Brunhilde, Brynhilda, Brynhilde, Hilda, Hilde, Heidi, Hildie"
Bruno,
Brunon,
Brychan,
Bryn,"Brin, Brinn, Brynna, Brynne"
Bryna,
Brynmor,Bryn
Bu,
Bua,
Buadhach,"Buach, Buagh"
Buchanan,
Buck,Bucky
Buckley,Buck
Budislav,Budek
Buell,Buford
Buena,
Buford,Burford
Bugoneguig,Bagwunagijik
Bundy,
Bunmi,
Bunyan,"Bunyen, Bunyin, Bunyon"
Burac,"Burack, Burak"
Burbank,Berbank
Burch,
Burchard,"Burckhardt, Burgard, Burgaud, Burkhart"
Burdett,
Burdon,
Burford,
Burgess,"Burges, Burgiss, Burr"
Burgundy,
Burian,"Berian, Beryan, Birian, Biryan, Byrian"
Burke,"Berk, Birk, Bourke"
Burleigh,"Burl, Burle, Burley, Byrleigh, Byrley"
Burnaby,"Birnaby, Burnabey"
Burne,"Beirne, Bourn, Burn, Byrn, Byrnes"
Burnell,
Burnet,"Bernet, Burnett"
Burney,"Bernie, Burnie"
Burr,"Burrel, Burril"
Burrell,
Burril,"Bural, Burel, Buril, Burol, Burral, Burrel"
Burris,"Buris, Burys"
Burton,"Bert, Bertan, Bertin, Burt, Burtin"
Busby,
Buseje,
Buthnaya,"Busayna, Buthaynah"
Byford,Biford
Byhalia,
Byram,Biram
Byram,
Byrd,"Bird, Byrdie"
Byrne,"Bern, Berne, Bernes, Burn, Burne, Burnes, Byrn, Byrnes"
Byron,"Beyren, Beyron, Biran, Biren, Biron, Buiron, Byram, Byran, Byren, Byrom"
Cable,"Cabe, Kabe"
Cachet,Cache
Cachi,
Cadal,
Cadao,
Cadby,Cadbey
Caddock,"Caddoc, Cadock"
Cadell,"Cade, Cadel, Caden, Caidel, Caidell"
Cadence,"Cadena, Cadenza, Kadenza"
Cadfan,"Caedfan, Caidfan"
Cadfer,"Caedfer, Caidfer"
Cadhla,
Cadi,
Cadman,"Cadmen, Caedman, Caidman"
Cadmar,"Cadmer, Cadmir, Caedmar, Caidmar"
Cadmus,
Cadwaladr,"Cadwalader, Cadwaladyr"
Cadwallon,Cadwallen
Cady,"Cade, Kady"
Caelan,"Caelen, Caelin, Calan, Calin, Callen, Callin, Caulan"
Caeley,"Calea, Kaela, Kailia, Kayla, Kealy"
Caera,
Caerwyn,Carwyn
Caesar,"Casar, Cesar, Cesare, Cesaro, Kaiser, Sezar"
Caffar,Caffer
Cahil,"Cahill, Kahil, Kahill"
Cahir,Kahir
Cai,
Cai,"Caio, Caius, Cay, Kae, Kai, Kay"
Cailean,"Caelen, Caelin, Cailean, Callin, Kaelen, Kaelin, Kailean, Kallin"
Cailida,Calidora
Cailidora,
Cailin,"Caelan, Caileen, Cailyn, Calunn, Caulin"
Caimilw,
Cain,"Caen, Cainan, Caine, Caineth, Kain"
Cainwen,"Ceinwen, Kayne, Keyne"
Cairbre,
Caislav,Kaislav
Caius,"Cai, Caio"
Cakusola,
Cala,Calan
Calandra,"Cal, Calandria, Callie, Caylan"
Calantha,"Callie, Cally"
Calbhach,Callough
Calca,
Calder,Cale
Caldwell,
Cale,"Cael, Cail, Caill, Kale"
Caleb,"Cal, Cale, Kaleb"
Caledonia,Caledona
Caley,"Calea, Calia, Cally, Kaley"
Calhoun,"Colhoun, Colquhoun"
Calida,"Calla, Calli, Callida, Kalida"
Calla,
Callaghan,Callahan
Callagun,Kallagun
Callan,"Calan, Calen, Calin, Callen, Callin, Callon"
Callidora,
Calligenia,
Calliope,Callia
Callis,Kallis
Callista,"Calla, Callie, Kalesta"
Callula,
Callum,"Caelum, Calum, Colm"
Caltha,
Calumina,Calaminag
Calvert,"Calbert, Kalbert, Kalvert"
Calvin,"Cal, Calvino, Vinnie"
Calvina,Calvine
Calypso,
Cam,
Cambria,"Camber, Camela"
Camden,"Camdan, Camdin, Camdon"
Cameo,
Cameron,"Cam, Camar, Camaron, Cameran, Camron"
Camey,
Camille,"Cam, Cama, Camala, Cami, Camilla, Milla, Mille, Millie"
Camillus,Camillo
Camilo,Camillo
Camline,
Camlo,"Camlow, Kamlow"
Campbell,Cambell
Can,
Canace,
Candace,"Candy, Dace, Dacey"
Candida,"Candy, Candide"
Candra,Candria
Caneadea,
Canice,
Canning,"Cannan, Cannon, Channing"
Canon,"Channing, Canning"
Canowicakte,
Cantara,
Cantrell,
Canute,"Cnute, Kanute, Knud, Knut, Knute"
Caoimhin,Caomhghin
Caolan,
Caprice,
Capucine,
Cara,"Caralie, Carina, Carine, Carissa, Carrie, Kara"
Caradoc,"Caradog, Caradawg, Carartacos, Carthage"
Cardell,
Cardew,Carew
Caresse,
Carey,"Carre, Cary"
Cari,
Carina,"Cara, Careena, Caren, Carin, Kara"
Carinthia,
Carita,Caritta
Carl,"Carle, Carlo, Carlos, Kaarl, Karl, Karlo"
Carleton,"Carl, Carlton, Charlton"
Carlin,Carling
Carlisle,"Carly, Carlyle"
Carma,
Carmel,"Carma, Carmela, Carmelita, Carmie, Carmina, Melina, Melita, Mina"
Carmelo,
Carmen,"Carma, Carmelia, Carmelina, Carmelita, Carmia, Carmie, Carmina, Carmita, Charmaine, Lita, Mina"
Carmichael,
Carmine,
Carnation,
Carnell,
Carney,Kearney
Carnia,"Carni, Carniela, Carniya, Karni, Karnia, Karniya"
Carol,"Carey, Carla, Carleen, Carley, Carlin, Carlita, Carlotta, Carly, Carlyn, Caro, Carola, Carolena, Carolinda, Carrie, Charleen, Charmaine, Charmian, Cheryl, Ina, Lola, Lolita, Lotte, Lottie, Sharleen"
Caroline,"Carel, Carey, Carla, Carleen, Carly, Carlin, Carlina, Carline, Carlita, Carlotta, Caro, Carola, Carol, Carolina, Carolinda, Carolyn, Carrie, Charla, Charlene, Charmain, Charmian, Cheryl, Cherlyn, Ina, Lola, Lolita, Lotta, Lotte, Lottie, Sharice, Sharise, Sharleen, Sharlotte"
Carollan,Carling
Carr,Kerr
Carra,
Carrick,"Carric, Carrington, Karrick, Karric"
Carroll,"Caroll, Carrol, Caryl"
Carson,
Carswell,Carswold
Carter,
Carthach,"Cartagh, Carthage"
Carvell,Carvel
Carver,
Carvey,
Cary,Carry
Carys,
Casey,"Cassie, Cayce, Kasey"
Cashel,Cashell
Cashesegra,Koshisigre
Casilda,
Casimir,"Casimire, Casimiro (Spanish), Kasimir, Kazimierz, Kazimir"
Caslav,Castilav
Casper,"Caspar, Cass, Gaspar, Gaspard, Gasparo, Jasper, Kasper, Kaspir"
Cassandra,"Cass, Cassie, Sandy, Zandra"
Cassia,
Cassidy,"Cassian, Cassion, Casius"
Cassiel,
Cassius,"Cash, Cass, Cassio"
Casta,
Castimir,
Castor,"Caster, Kaster, Kastor"
Catava,
Cathal,"Cathel, Cathol"
Cathbert,"Cudbert, Cumbert, Cuthbrid"
