name,variants
Keanu,
Kearn,"Kearne, Kern, Kerne"
Kearney,"Karney, Kearny"
Keaton,"Keatin, Keetin, Keeton"
Keb,
Kedar,"Kadar, Keder"
Kedem,
Keeaola,
Keefe,"Keif, Keiffer"
Keegan,"Keagin, Keegin, Kegan"
Keehabah,
Keelan,"Kealan, Kealin, Keelin"
Keeley,"Kealey, Keely, Keighley"
Keelin,Kee-Lin
Keena,"Keana, Keina"
Keenan,"Cianan, Keanan, Keen, Keynon, Kienan, Kienen"
Kees,"Keas, Kease, Keese"
Keezheekoni,
Kefentse,
Kefir,
Kefira,
Kefu,
Kehachiwinga,
Kehind,
Kehinde,
Kei,
Keiffer,"Keefer, Keifer, Kiefer, Kieffer"
Keiji,
Keiki,
Keiko,
Keilani,Keilana
Keina,
Keintikead,
Keir,Keiran
Keisha,"Aisha, Isha"
Keita,(Feminine of Keith)
Keitaro,Keata
Keith,"Keafe, Keif, Keifer"
Keka,
Kekapa,
Kekoa,
Kekona,
Kelala,
Kelalani,
Kelaya,
Kelby,Kelbie
Kelda,Kelly
Kelday,
Kele,
Kele,"Kelea, Kelei"
Keleka,
Kelekea,
Kelekouo,
Kelemen,"Kelleman, Kellemen, Kellman, Kellmen"
Kelept,Kelep
Kelesi,Kelesia
Keletina,
Kelevi,
Kelii,"Keili, Keli"
Kelila,"Kayla, Kaylee, Kelula, Kyla"
Kelile,
Kelina,
Kell,
Kellagh,
Kellen,"Kallan, Kallen"
Kelly,"Kealey, Keeley, Keiley, Keily, Kelley, Kellie, Kellina, Kylie (Australian)"
Kelmen,"Kellman, Kellmen, Kelman"
Kelsey,"Kelly, Kelson"
Kelton,"Keldon, Kelten"
Kelula,
Kelvin,"Calvin, Calvan, Calven, Kelvan, Kelven, Kelwin"
Kemal,
Kemba,Kembara
Kemen,"Keaman, Keamen, Keman"
Kemikiuo,
Kemp,
Kempton,
Ken,
Kenakuk,
Kenan,Kenen
Kenaz,
Kenda,"Kendal, Kendall, Kendel"
Kendall,"Kendal, Kendell, Kenny"
Kendra,"Kenna, Kinna"
Kendrick,"Kendricks, Kenric, Kenricks"
Keneke,Kenete
Kenelm,
Kenji,
Kenjiro,
Kenley,"Kenlea, Kenleigh"
Kenn,
Kenna,
Kennan,"Kenan, Kenen, Kennen"
Kennard,Kenard
Kennedy,"Canaday, Canady, Cinnedid, Cinneide, Kenman, Kenyon"
Kenneth,"Cennydd, Ken, Kene, Kennet, Kenny, Kent, Kenton, Kenworth"
Kent,"Kentan, Kenten, Kentin"
Kentaro,
Kentigerna,
Kenton,
Kentrell,Kentrel
Kenward,
Kenway,
Kenyon,
Kenzie,Kensie
Keoanu,
Keohi,
Keoki,
Keokuk,
Keola,
Keon,
Keoni,
Kepano,Tepano
Kerani,"Kera, Kerie"
Kereenyaga,
Kerel,
Kerem,
Kerem,
Keren,"Kerrin, Keryn"
Kerensa,"Karensa, Karenza"
Kereru,
Kerill,Coireall
Kermit,
Kern,"Kearn, Kearne, Kerne"
Kernaghan,"Carnahan, Kernohan"
Kerrick,"Kerick, Kerik, Kerric, Kerrik"
Kerry,
Kers,
Kersen,"Kersan, Kersin, Kerson"
Kerwin,"Kerwan, Kerwen"
Kes,
Kesava,
Keshet,
Keshisha,
Kesi,
Kesia,"Kesiah, Kessia, Kisai"
Kesse,
Kessem,
Kester,
Keti,
Ketifa,
Ketina,
Keturah,Ketura
Ketzia,"Kazia, Kesiah, Ketzi, Kezi, Kezia, Kissie"
Keung,
Kevin,"Kevan, Keven, Kevon, Kevyn"
Kevyn,
Kewanee,Kewaunee
Kewini,
Kezia,"Kazia, Kissie, Kizzie"
Khadija,"Khadiga, Khadua"
Khadqah,
Khaldun,
Khalfani,
Khalid,
Khalida,Kaleeda
Khalif,
Khamisi,Khamidi
Khan,
Khan,
Khang,
Khanh,Khan
Khapkhaponimi,
Kharavela,
Khayrat,Khayri
Khoury,"Khori, Khouri"
Khuong,
Khwaia,
Kia,Kaya
Kiana,"Kia, Quiana, Quianna"
Kiara,"Keira, Kia, Kiarra, Kiera"
Kibbe,
Kibibi,
Kibo,
Kibuuka,
Kichi,Kicki
Kidd,
Kiefer,Keefer
Kiele,"Kieley, Kieli"
Kieran,"Ciaran, Ciaren, Ceiran, Ceiren, Keiron, Kernan, Kieron"
Kiet,
Kieu,
Kifeda,
Kifimbo,
Kiho,
Kijih,Kijika
Kiki,
Kikikwawason,
Kiku,Kikuko
Kilab,
Kilchd,
Kiley,
Kilia,
Kiliahote,
Kilila,Kirila
Kilipeka,Kilipaki
Killian,"Kilian, Kilien"
Kilohana,
Kim,
Kim Hu,
Kimama,Kimana
Kimaya,
Kimba,
Kimball,"Kimbal, Kimble"
Kimberly,"Kim, Kimba, Kimber, Kimmie"
Kimeona,
Kimi,"Kima, Kimiko, Kimiyo"
Kimiko,
Kimimela,
Kimo,(see John)
Kimo,
Kimokeo,
Kin,
Kina,
Kincaid,Kincaide
Kindilan,
Kindin,
Kineta,
King,
Kingman,
Kingsley,"Kingslie, Kinslea, Kinsley, Kinsly"
Kingston,
Kingswell,
Kinnard,"Kinard, Kinnaird"
Kinnell,
Kinneret,
Kinsey,
Kinta,
Kinton,
Kinu,"Kinuko, Kinuyo"
Kioko,
Kiona,
Kioshi,
Kip,Kipp
Kira,"Kirana, Kiri, Kirra"
Kira,"Kirea, Kiri"
Kiral,
Kiran,"Kiren, Kirin"
Kirby,"Kerbie, Kerbey, Kirkby"
Kiri,
Kiri,Kirsi
Kiriah,"Kiria, Kirya"
Kiril,"Cyril, Kirillos, Kyril"
Kirima,
Kiritan,
Kirk,Kerk
Kirkland,"Kerklan, Kirklan"
Kirkley,Kirklie
Kirkwell,
Kirkwood,
Kirra,"Kira, Kyra"
Kirsten,"Keirsten, Kiersten, Kirstie, Kristin"
Kirstur,
Kisa,"Keesa, Kysa"
Kishi,Kishiko
Kishori,
Kiska,
Kissa,Kisa
Kistna,Kistnah
Kita,
Kito,
Kitra,
Kitroon,
Kitstsui Shamkin,
Kitwana,
Kiu,
Kiupita,
Kiva,
Kivi,
Kiwa,"Kiwako, Kiwayo"
Kiwidinok,
Kiyiyah,
Kiyo,"Kiyoka, Kiyoko"
Kiyokaya,
Kiyoshi,
Kizil,
Kizza,Kiza
Klah,
Kliment,
Kline,
Knasgowa,
Knoton,
Knox,
Knud,
Knute,
Ko,
Ko,
Koamalu,
Koana,
Kodwo,
Koemi,
Kofi,Koffi
Kogarah,Kogara
Kohana,
Kohana,
Kohia,
Kohinoor,
Koi,
Koi,
Koji,
Kojo,
Kokayi,
Koko,
Kokokoho,
Kokudza,
Kokumo,
Kolab,
Kolaiah,"Kolaia, Kolaya, Kolia, Kolya"
Kole,
Kolenya,
Kolet,
Koleyn,Kolein
Kolfinnia,
Kolina,Colina
Koloa,
Koloe,
Kolomalu,
Kolora,Kalori
Kolya,
Koma,Komako
Komaki,
Komal,Komala
Kome,
Komoku,
Kona,Dona
Kona,
Konane,Konan
Kondo,Kond
Kondwani,
Koneko,
Kong,
Konia,
Konieschguanokee,
Konish Autassin,
Kono,
Konol,Conol
Kontar,
Konur,
Koolkool Snehee,
Koopnee,
Koora,
Kooskooskia,
Kootchal,
Kopano,
Koppal,
Korah,
Korb,
Koren,Kore
Koren,
Koresh,"Choriesh, Choresh"
Kornel,"Kornek, Nelek"
Korong,Koron
Korudon,
Kosey,
Kosoko,
Kosti,
Kostya,
Kosumi,
Koto,
Koukakala,
Koula,
Kovar,
Kovit,
Kpodo,
Kral,
Krishna,
Krita,
Kruin,Krun
Kuai Hua,
Kuaika,
Kualii,
Kuauli,
Kubbitha,
Kudio,
Kudyauku,
Kuei,
Kueili,
Kui,
Kuini,
Kuka,
Kukiko,
Kukua,
Kula,
Kulakinah,"Kilakina, Kullageenah"
Kulamauu,
Kulani,
Kulapo,
Kuli,
Kultano,
Kulukulutea,
Kulwa,
Kulya,
Kuma,
Kuma,
Kumakichi,
Kumala,
Kumar,
Kumari,
Kumi,
Kumi,
Kumiko,"Kumi, Kumiyo"
Kumuda,
Kun,
Kunama,
Kunani,
Kunei,
Kuni,Kuniko
Kunle,
Kunthea,
Kunto,
Kuo,
Kupaalani,
Kuper,
Kuracca,
Kurao,
Kuri,
Kuruk,
Kusa,
Kushali,
Kusum,
Kutcuyak,
Kuuraga,
Kuusi,
Kuzih,
Kveta,"Kvetka, Kvetuse, Kvetuska"
Kwabena,
Kwabina,
Kwacha,Kwach
Kwakou,"Kwako, Kwaku"
Kwamin,
Kwan,
Kwang-Sun,
Kwanita,
Kwas,Kwasi
Kwashi,
Kwau,
Kwayera,
Kwende,
Kwesi,
Kwiatoslaw,
Kyalamboka,
Kyla,
Kyle,"Kiel, Kilan, Kile, Kilen, Kiley"
Kylie,"Kye, Kyla, Kylene"
Kyna,
Kynan,Kinan
Kyne,
Kyoko,
Kyra,"Keera, Keira, Kira, Kyrene, Kyria"
Kyrie,
Kyros,
Kyubok,
Kyubong,
Kyung-Soon,
La'a,
Laaka,
Laakea,
Laban,"Laben, Labin"
Labhaoise,
Labhras,Lubhras
Labib,Labid
Labrenda,Labreana
Lacey,
Lachlan,"Lach, Lache, Lachey, Lachi, Lachlann, Lachlunn, Lochlan"
Lachtna,
Lacy,Lacey
Lada,Ladia. Ladya
Ladan,
Ladd,"Lad, Laddey, Laddie, Laddy"
Ladislaus,"Lachman (German), Laczko (Hungarian), Ladislav, Lako, Laszolo"
Ladislav,
Lado,
Lael,
Lafayette,
Lafi,
Lafu,
Lahahana,
Lahela,
Lahi,
Lahpatupt,
Lahpeealoot,
Laibrook,Laybrook
Laidley,"Laedly, Laidly"
Laikana,
Laila,"Laili, Lailie, Laily"
Laima,
Laionela,Laion
Laird,
Lais,
Lais,
Lajli,Lajila
Lajni,
Lajos,"Lajcsi, Laji"
Laka,
Lakalka,
Laki,
Lakia,
Lakkari,
Lakochets Kunnin,
Laksha,
Lakshana,Lakshmi
Lakshman,
Lakshmi,Lakme
Lakshmidas,
Lakya,
Lal,
Lala,
Lalage,Lalia
Lalaka,
Lalanga,
Lalasa,
Lalata,
Lali,"Laeli, Laelia, Lalia, Lallie"
Lalika,
Lalirra,"Lalira, Lyra, Lyrra"
Lalita,
Lallo,
Lamani,Lamany
Lamar,Lemar
Lambert,"Bert, Lamberto, Lambirt, Landbert"
Lamech,Lamec
Lamesha,"Lameesa, Lameise"
Lami,"Lamia, Lamie"
Lamis,
Lamont,"Lammond, Lamond, Lemond"
Lamya,Lama
Lan,
Lanakila,
Lancelot,"Ancel, Ancelin, Ansell, Ansellus, Lance, Lancing, Lanse, Lansing, Lanzo, Launcelot"
Lander,
Landon,"Landin, Landan"
Lane,Laine
Lanet,"Laneta, Lanete, Lanetta, Lanette"
Lang,"Laing, Lange"
Langdon,"Landon, Langden"
Langford,
Langi,Langia
Langikula,
Langilea,
Langiloa,
Langley,Langly
Langston,"Langsden, Langsdon"
Langundo,
Langward,
Langworth,
Lani,
Lann,"Lanita, Lanite, Lanna, Lanyt"
Lansing,
Lanty,"Laughun, Leachlainn, Lochlann"
Lanu,
Laoghaire,
Laoiseach,Laoiahseach
Lap,
Lapaela,Lapaele
Laphonso,Lafonso
Lapidos,Lapidoth
Lapisi,
Lara,Larina
Laraine,"Larana, Larine, Larina"
Laramie,Laramy
Lareina,"Lareine, Larena"
Lariana,"Larian, Lariane, Lorian, Lorianne"
Laris,Larris
Larissa,"Larisse, Lorysa"
Lark,
Larkin,"Larken, Larklin"
Larmina,"Larmine, Mina"
Laron,Larron
Larrimore,"Larmer, Larmor, Larimore"
Larvall,Larvell
Lasairian,"Laisrian, Laserian"
Lasca,
Lasipeli,
Lassie,
Laszlo,"Laslo, Lazlo"
Lata,
Lataree,"Latarea, Tarea, Taree"
Latavao,
Latavia,
Lateef,Latif
Latham,"Lathe, Lather, Lathrop"
Lathium,
Lathrop,
Latimer,Latymer
Latonia,
Latuhilang,
Lau,
Lauaki,
Laudolino,
Laudomia,
Laughlin,Leachlain
Laukoka,
Lauliwasikau,
Laumanu,
Laura,"Lari, Lauralee, Laure, Laureen, Laurel, Laurella, Lauren, Laurena, Laurentia, Lauretta, Laurette, Lauri, Laurice, Lauricia, Laurinda, Lauryn, Lawra, Lawri, Lawry, Lollie, Lorelei, Loren, Lorenza, Loretta, Lorin, Lorna, Lorya"
Lautoka,
Laval,Lavrans
Lavan,"Lavaughan, Laven, Lavin, Lavon, Levan, Levin"
Lavanaa,
Lavani,
Laveda,"Lavetta, Lavette, Lavelle, Lavella"
Laverne,"Laverine, Laverna, Verne"
Lavesh,
Lavi,
Lavinia,"Lavena, Lavenia, Lavina, Lavinie, Vinnie"
Lawahiz,
Lawan,Lawana
Lawford,
Lawler,"Lawlor, Loller, Lollar"
Lawrence,"Enz, Labhras (Irish), Labhruinn, Lanny, Larrance, Larry, Lars, Lauren, Laurens, Laurent, Laurentios, Laurits, Lauritz, Lavrenti (Russian), Lavrik (Russian), Lawrey, Lawrie, Lencho (Spanish), Lenci, Lon, Lonny, Lorant, Lorcan, Loren, Lorenc, Lorenz, Lorenzo, Loritz, Renzo"
Lawson,
Lawton,Laughton
Layaleeta,
Lazarus,"Eleazar, Lazar, Lazare, Lazarilo, Lazaro"
Lazhar,
Le,
Lea,
Leah,"Lee, Leia, Leigh"
Leala,
Lealiki,Leakiki
Leander,"Ander, Leandre, Leandro, Leandros, Lee, Leo"
Leandra,"Leanda, Leodora, Leoine, Leoline, Leonelle"
Leben,
Lebna,
Lechoslaw,"Lech, Leslaw, Leszek"
Leda,"Leta, Lida"
Ledah,"Leda, Leida, Leta, Leyda, Lida, Lyda"
Ledyard,
Lee,Leigh
Lee,Leigh
Leeba,
Leeland,"Layland, Layton, Lealand, Leighton, Leland"
Leena,
Leewan,"Leawana, Liwana"
Lefna,
Legana,
Leggett,"Legate, Liggett"
Lehua,
Lei,
Lei,
Leibel,Leib
Leif,"Lief, Leaf, Leith (Scottish)"
Leighton,"Layton, Leyton"
Leiko,
Leila,"Lela, Lelah, Lila"
Leilani,
Leire,
Leisi,
Leith,
Lek,
Lekeke,
Lel,
Lel,
Leland,"Leighland, Leyland"
Lelei,
Lelia,Lilia
Lemar,"Lemario, Lemarr"
Lemuel,"Lem, Lemmie"
Lemuela,
Len,
Lena,Lina
Leni,
Lenis,"Lene, Leneta, Lenice, Lenita"
Lenka,
Lenna,Lenda
Lenno,Leno
Lennon,Lennin
Lennor,Lenor
Lennox,
Lensar,"Lansa, Lenza, Lenzar"
Leo,"Leaho, Lee, Leon, Leonid, Leonidas, Leonis, Leontius, Lev, Lion, Lyon"
Leoda,Leota
Leolani,
Leoma,
Leona,"Leoine, Leola, Leone, Leonia, Leonie, Leontine"
Leonani,
Leonard,"Lee, Len, Lennie, Leo, Leon, Leonardo, Leonas, Leonid, Leonidas, Levin (Russian), Lionel, Lonny"
Leonarda,"Lenda, Leonarde"
Leonora,"Leanor, Leanore, Lenora, Lenore, Nora"
Leopold,"Leo, Leupold"
Leopoldine,"Leopolda, Leopoldina"
Leora,"Leorah, Leorit, Lior, Liora, Liorit"
Leotie,
Lepati,Leipati
Lepeet Hessemdooks,
Lepeka,
Lepolo,
Lerato,
Leroy,"Elroy, Lee, Leroi, Roy"
Lesharo,
Leshem,
Lesi,
Lesieli,
Leslie,"Lesleigh, Lesley, Lesly"
Lester,"Leicester, Les"
Leta,
Letalesha,
Letha,"Leda, Lethia"
Letitia,"Laetitia, Laetizia, Latashia, Latia, Latisha, Leda, Leta, Letha, Letice, Leticia, Lettice, Lettie, Tish, Tisha"
Leto,"Latona, Latonia"
Leura,
Levana,"Levania, Levanna, Levona, Levonia"
Levander,
Levani,
Levant,"Lavant, Lavante, Leveret"
Leveni,
Leverett,Leverit
Leverton,
Levi,"Levin, Levon, Levy"
Levina,
Levona,Levonat
Lewanna,"Levana, Lewana, Livana"
Lewin,Levin
Lewy,Lughaidh
Lex,
Leya,
Leyati,
Li,
Li Hua,
Li-Liang,
Lia,
Liam,
Lian,
Liana,"Leana, Leanne"
Liang,
Lias,
Libe,"Liba, Libbe, Libi, Libke, Lipke"
Liberio,Libero
Liberty,
Libusa,
Licha,
Lida,"Ludmilla, Lyuba, Lyudmilla, Lyda"
Lidio,
Lidwina,
Liem,
Lien,
Lif,
Lifthrasir,
Ligongo,
Lihau,
Like,
Liko,
Lila,"Layla, Leila, Lilah, Loelia, Lyla"
Lila,
Lilac,
Lilavati,
Liliha,
Liliko,
Lilith,Lillis
Lillian,"Lil, Lila, Lilly, Lilia, Liliane, Lilias, Lily, Lillyan"
Liluye,
Limber,
Limu,
Lin,
Lina,
Lincoln,"Linc, Link"
Linda,"Lin, Linada, Lindee, Lindey, Linn, Linell, Lynn, Lyndel, Lynelle, Lynette, Lynna"
Lindberg,"Lindbergh, Lindburg, Lindy"
Lindell,"Lindall, Lindel, Linden, Linsey, Lyndell"
Lindley,Lindleigh
Lindsay,"Lind, Linsey, Linzee"
Linette,"Lanette, Linetta, Lynette"
Linette,"Lanette, Linetta, Lynette"
Linford,
Ling,
Lingrel,
Linit,
Linley,Linleigh
Linnea,
Linton,
Linus,Linas
Lionel,"Lionello, Lio"
Lior,Leor
Lira,Lirra
Lirit,
Liron,"Leron, Lerone, Liron, Lirone"
Lisa,"Leeza, Liesa, Liesebet, Lise, Liseta, Lisette, Liszka"
Lise,
Lisiate,
Lisimba,"Lasimba, Simba"
Lissilma,
Lister,
Litonya,
Litton,Lytton
Liu,
Lius,
Livanga,
Livingston,Livingstone
Liviya,Leviya
Livona,Livia
Liwanu,
Llewellyn,"Lew, Lewellen"
Lloyd,
Loa,
Lochan,
Locke,Lockwood
Lodema,
Lodewuk,
Lodur,
Lofa,
Logan,Login
Loila,
Loiyetu,
Lok,
Lokalia,
Lokapela,
Loke,Loka
Lokela,
Lokemele,
Lokni,
Lolotea,
Loman,
Loman,Lomen
Lomas,
Lomasi,
Lombard,"Lomardi, Lombardo"
Lon,"Lonnie, Lonny"
Lonan,Lonen
Lonato,
Long,
Longo,
Lono,
Lootah,
Lopati,
Lorcan,
Lorelei,"Loralee, Loralyn, Lura, Lurette, Lurleen, Lurline"
Lorenza,
Lorimer,Lorrimer
Loring,
Lorraine,"Laraine, Lareina, Lori, Lorine"
Losa,Losana
Losaki,
Lot,
Lota,
Lothar,"Lotair, Lotaire, Lothario"
Lotu,
Lotus,
Lou,Lu
Loudon,"Lowden, Lowdon"
Louis,"Aloysius, Clovis, Elois, Lash (Gypsy), Lasho, Lew, Lewes, Lewis, Lodovico, Lou, Louie, Lucho, Ludovic, Ludovicus, Ludvig, Ludvik, Ludwig, Luigi, Luis"
Louise,"Aloisa, Aloise, Aloysia, Eloisa, Eloise, Heloise, Lois, Lola, Lolita, Lou, Louisa, Louisette, Louisina, Louisiane, Louisine, Lovisa, Lowise, Loyise, Lu, Ludovica, Ludwiga, Luis, Luiz, Lujza, Lujzika, Lulita, Lulu, Luthais (Scottish)"
Loukanos,Lukianos
Louvain,
Love,"Loveday, Lovey"
Lowell,"Lovel, Lovell, Lowe"
Luan,
Luana,"Luane, Luann, Luwana"
Lubomierz,Lubomir
Lubomil,
Lubornir,"Luba, Lubek, Lubor, Luborek, Lubos"
Lubornira,"Luba, Lubena, Lubina, Lubinka, Lubka, Luboska"
Lucan,
Lucas,"Loukas, Luc, Lukas, Luke"
Lucerne,Lucerna
Lucia,"Lucasta, Lucilla, Lucille, Lucina, Lucinda, Lucy"
Lucian,"Luca, Lucas, Luciano, Lucianus, Lucio, Lucius, Lucjan, Lukianos, Lukas, Luke, Lukyan"
Lucita,
Lucius,"Luca, Lucas, Luce, Lucias, Lucio, Luka, Lukas, Luke, Luken"
Lucretia,"Lucrece, Lucrecia, Lucrezia"
Lucretius,
Lucy,"Liusadh, Lou, Lu, Luce, Lucetta, Lucette, Lucia, Luciana, Lucida, Lucienne, Lucille, Lucina, Lucilia, Lucilla, Lucza, Luz"
Ludlow,
Ludmilla,"Lyuba, Lyudmila"
Ludomir,Ludek
Ludoslav,
Ludoslaw,Lutoslaw
Ludvik,
Ludwig,"Ludovic, Ludovico, Ludvig, Ludvik, Luigi"
Luella,"Lou, Luelle, Lulu"
Lughaidh,
Lugono,
Luister,
Lujayn,
Luke,"Loukas, Luc, Lucas, Lucian, Lucio, Lukas, Luck, Lucky, Lukacs"
Lukman,
Lulani,
Lulu,
Lumhe Chati,
Lumo,
Lumusi,
Luna,"Lunetta, Lunette"
Lundy,"Lundi, Lundie"
Lunetta,Lunette
Lunn,"Lonn, Lonnie"
Lunt,
Luong,
Lupe,
Lupetu,
Lusela,
Lusila,
Lusio,
Lutalo,
Lutana,Lutane
Lute,
Lutfi,
Luther,"Lotario, Lothair, Lothaire, Lothar, Lothario, Lother, Lutero"
Luvena,
Luyu,
Luz,
Lyall,"Loyal, Loyel, Lyel, Lyell"
Lyceus,Lycius
Lydia,Lydie
Lyle,"Lisle, Lyal, Lyall, Lyell"
Lyman,"Leaman, Leyman, Limon"
Lynch,Linch
Lyndon,"Lin, Linden, Lindy, Lyn, Lynden"
Lynfa,
Lyris,Lyra
Lysander,Lisandro
Lysandra,
Maake,
Maalin,
Maana,
Maaseiya,Masai
Maasi,
Maata,
Maau,
Maayan,Mayana
Mab,"Mave, Meave, Mavis"
Mabel,"Amabel, Amable, Mab, Maible, Moibeal"
Mac,"Mack, Mackie"
Macadam,McAdam
Macalla,Macala
Macallister,McAllister
Macardle,"MacArdell, McCardell"
Macauley,McCauley
Macawi,
Macbride,McBride
Maccabee,"Macabee, Makabi"
Maccoy,McCoy
Maccrea,"MacCrae, MacCray, McCrea"
Macdonald,McDonald
Macdougal,"MacDowell, McDowell"
Macgowan,"Magowan, McGowan"
Machi,Machiko
Machiko,
Machir,
Machupa,
Macia,
Maciko,
Mackenzie,
Mackinley,McKinley
Macmahon,McMahon
Macmurray,McMurray
Macon,"Macan, Macen"
Macy,"Mace, Macey"
Maddock,"Maddoc, Madoc, Madoch, Madog"
Maddox,
Madeep,
Madeline,"Dalanna, Lena, Mada, Maddy, Madel, Mala, Marlaine, Marlena, Marlene, Magda, Magdalene, Maud, Maude"
Madhav,
Madhavi,
Madhu,Madhur
Madhuleka,
Madia,Madiha
Madison,
Madon,"Madan, Maddan, Madden, Maddon, Maden, Maidoc"
Madonna,
Madra,
Madu,
Madzimoyo,
Maeiko,
Maeko,
Maeleachlainn,
Maemi,
Maeve,
Mafi,
Mafileokaveka,
Mafitea,
Mafiuliuli,
Mafu,
Magar,
Magara,
Magaskawee,
Magee,"MacGee, MacGhee, McGee"
Magena,
Magnar,Magne
Magnilda,
Magnolia,"Mag, Maggie, Nola, Nolie"
Magnus,"Magnes, Manus"
Magomu,
Maguire,McGwire
Maha,
Mahadev,
Mahala,"Mahalia, Mahalla, Mahelia"
Mahanga,
Maharaj,
Mahasitn,
Mahaska,
Mahavira,Mahavir
Maheesa,"Mahesa, Mahisa"
Mahendra,
Mahi,Mahika
Mahila,
Mahima,
Mahin,
Mahina,
Mahira,Mehera
Mahkah,
Mahla,Mahlah
Mahmoud,"Mahmood, Mahmud, Mehmood, Mehmoud, Mehmud"
Maholi,
Mahon,Mahoney
Mahpee,
Mahwah,
Mai,
Mai Ly,
Maia,
Maiba,
Maida,"Mady, Maidel, Magda"
Maikai,
Maikalkeakua,
Mailen,
Maili,
Maimi,
Maimi,
Maimun,Maimon
Mainchin,Mannix
Maira,Maila
Maiteryi,
Maiza,
Majam,
Majesta,
Majid,"Magid, Majeed"
Majidah,Maiida
Major,"Majer, Mayer"
Maka,
Maka,
Makadisa,
Makala,"Makali, Makalia"
Makalohi,
Makanaakua,
Makani,Makania
Makara,
Makarios,"Macario, Macarios"
Makary,
Makataimeshekiakiak,
Makeda,
Makhpia-Luta,"Makhpia-Sha, Makhpiya-Luta"
Makin,
Makoto,
Makra,
Makram,
Makya,Makia
Mala,
Malachi,"Malach, Malachie, Malachy, Malechy"
Malak,
Malala,
Malama,
Malamhin,
Malana,
Malati,
Malawa,
Malawi,
Malaya,"Malaia, Malaina, Malaine"
Malcolm,Malcolum
Maldon,
Maleko,
Malfrid,"Malfreda, Malfrida"
Malha,"Maliah, Malka, Malkia, Miliah, Milya"
Mali,
Mali,"Malea, Malee, Malei, Malya"
Malia,Mali
Malie,
Malik,Maliq
Malika,"Maleeka, Maleka"
Malila,
Malin,"Malen, Mallon"
Malina,
Malinda,"Mollie, Lindy, Malina"
Malka,"Malcah, Malkia, Malkie, Malkit, Malkiya, Milcah"
Malkin,
Malkosha,
Malkuyu,
Mallory,"Mallery, Mallori, Malory"
Malo,
Malohi,
Malomo,
Maloney,"Malone, Malony"
Maloo,
Malu,
Maluch,
Maluhia,
Maluokeakua,
Malva,"Melva, Melba"
Malvern,Malvirn
Malvin,"Malvan, Malven, Melvin"
Malvina,"Malva, Malvie, Melva, Melvina, Melvine"
Mamafa,
Mamakiaeh,
Mamani,
Mambta,
Mamduh,
Mammedaty,
Mamo,
Mamta,
Mamun,
Man,
Man Young,
Man-Shik,
Mana,
Mana,
Manaalii,
Manaba,
Manal,
Manamakalii,
Manaoio,
Manaolana,
Manar,Manara
Manase,
Manawa,
Manchu,
Manco,
Mandala,
Mandara,
Mandel,
Mander,
Mandisa,Manidisa
Mandondo,
Mandu,
Manette,
Manfred,"Manfrid, Manfried, Mannfryd"
Mangaia,"Mangaea, Mangaya"
Mangena,Mangina
Mani,
Manikarnika,
Manilla,"Manille, Manyla"
Manipi,
Manisa,"Mandisah, Madissa, Mandysa, Mandyssa"
Manishee,
Manjika,
Manjulika,
Mankato,"Mahecate, Mon-eca-to"
Manley,Manleigh
Mannaw,
Manning,
Mano,Manolo
Manoach,Manoa
Manolis,
Manpreet,Manpret
Mansa,
Mansel,
Mansfield,
Mansi,"Mancee, Mancey, Manci, Mancie, Mancy, Mansee, Mansie, Mansy"
Mansoor,
Mansur,Mansour
Manton,
Manu,
Manu,Manuku
Manu,
Manuela,Manuelita
Manuetoafa,
Manutapu,
Manville,Mandeville
Manwalea,
Manwangopath,
Manzo,
Maolbheannachta,
Maolcholm,Maolcolm
Maon,
Maoz,
Mapira,
Mapiya,
Mapuana,
Maqui-Banasha,
Mara,"Marah, Marra"
Mara,"Mahra, Maralina, Mari, Marra"
Maraalika,
Maraea,
Maralinga,
Marama,
Marar,
Marata,"Malaka, Maleka, Mareka"
Maratina,Malakina
Marbilling,
Marcaria,Marcarya
Marcellus,"Marceau, Marcel, Marcelin, Marcelle, Marcellino, Marcello, Marcellus, Marcelo, Marcely, Marcilka, Marzell"
Marcia,"Marcea, Marcele, Marcelle, Marcelina, Marcella, Marcelline, Marcena, Marcene, Marcha, Marchella, Marchelle, Marci, Marcie, Marcile, Marcille, Marcina, Marcita, Marketa, Markete, Markie, Marky, Marquita, Marsala, Marsha, Marsiella, Marsielle, Martia"
Marcus,"Marc, Marco, Mario, Marko, Markos, Markus"
Marden,"Mardan, Mardin, Mardon"
Mardi,
Marek,"Marecek, Mares, Marik, Marousek"
Marelda,"Esmarelda, Marilda"
Maren,"Maran, Marin"
Mareo,
Maresha,
Marganit,
Margaret,"Daisy, Gerta, Grere, Gret, Greta, Gretal, Gretchen, Grete, Gretel, Grethel, Grethen, Grette, Madge, Madlinka, Madsche (Latvian), Mag, Maggie, Maharite (Breton), Mahoul, Maiga, Mairghread, Mairead, Mairgret, Maisie, Maizie, Maj (Norse), Malgerita (Italian), Malgozata (Polish), Mamie, Maret, Maretta, Marga, Margalit, Maragreta, Margarida, Margarita, Marge, Margen, Margery, Margisia, Margo, Margot, Margruta (Lithuanian), Marguerite (French), Marjorie, Marketa (Czech), Markita (Slavic), Meg, Megan, Meggie, Meggy, Metje, Metta, Mette, Meyta, Peg, Pegeen, Peggy, Reet (Estonian), Riet, Rieta, Rita"
Margea,
Margi,
